,State,Month,SIIP,IRCC,IIP,IP,IC,NIP,NIIP,SNIIP,OPE,OIPE,SOIPE
204,Nevada,5,0.019343972,0.044002478,60055.56776,1785548,8310,-2730,-18633.09581,-0.006001743,3573826,138744.2313,0.044689688
205,Nevada,6,0.017427355,0.06422935,54105.20905,1980171,9450,20380,-71770.89253,-0.023117493,3939962,179981.3106,0.057972202
206,Nevada,7,0.044544288,0.111985922,138292.8204,2161269,22146,8479,-102789.3529,-0.033108577,4314059,379374.9936,0.122197154
207,Nevada,8,0.07022526,0.111060595,218022.3257,1919028,34199,-60476,-1822.565876,-0.000587051,3898532,437867.2172,0.141037571
208,Nevada,9,0.060337401,0.090412846,187324.3384,1917740,29267,48049,18280.25338,0.005888092,3787431,356368.4234,0.114786709
209,Nevada,10,0.043821743,0.095147689,136049.5967,2116981,15887,23471,-63143.04259,-0.020338452,4210491,335242.236,0.107981938
210,South Carolina,1,0.003580945,0.128855841,18328.80071,132071,135879,-2221,1024.49208,0.000200158,266363,35633.10934,0.006961733
211,South Carolina,2,0.002370308,0.092213357,12132.24611,143242,70907,2250,-869.0995579,-0.000169798,284234,25133.59178,0.004910415
212,South Carolina,3,0.010036896,0.058039949,51373.09706,276374,33654,17409,36342.78171,0.007100384,535339,66403.4124,0.012973407
213,South Carolina,4,0.004455302,0.056255251,22804.1272,358707,25978,2902,2788.2275,0.000544743,714512,42820.0269,0.00836586
214,South Carolina,5,0.003669149,0.040968955,18780.26204,485993,13706,3789,-975.1319059,-0.000190514,968197,38535.65599,0.007528811
215,South Carolina,6,0.002802466,0.017425353,14344.21198,592675,3578,4641,4097.511976,0.000800542,1180709,24590.91198,0.00480439
216,South Carolina,7,0.008873347,0.09120074,45417.55942,690996,20127,10972,-16601.13225,-0.003243406,1371020,107436.2511,0.0209901
217,South Carolina,8,0.014550424,0.145446778,74475.25343,588596,118139,-14234,-13204.42777,-0.002579783,1191426,162154.9346,0.031680631
218,South Carolina,9,0.010442718,0.10751298,53450.26762,486449,116752,8,1151.546306,0.000224981,972890,105748.9889,0.020660455
219,South Carolina,10,0.006696277,0.055107847,34274.39398,525784,36783,-4916,5028.659545,0.000982462,1056484,63520.12841,0.012410093
220,Texas,1,0.009846684,0.165660375,286986.5828,2323595,588149,-20201,-101287.5421,-0.003475237,4667391,675260.7076,0.023168606
221,Texas,2,0.004690739,0.122523771,136713.9669,2018724,251581,-3468,-111052.6231,-0.003810283,4040916,384480.5568,0.013191762
222,Texas,3,0.00865705,0.082252801,252314.094,3721651,135460,33656,-51033.82622,-0.001751002,7409646,555662.0141,0.019065102
223,Texas,4,0.007045334,0.054886105,205339.8219,3874555,96585,-124384,-14146.36396,-0.00048537,7873494,424826.0078,0.014576039
224,Texas,5,0.006094923,0.040995764,177639.6023,4602731,57131,-96706,-15017.40863,-0.000515256,9302168,370296.6132,0.012705102
225,Texas,6,0.005596384,0.044108323,163109.4405,5327460,44454,-133112,-77747.23344,-0.002667555,10788032,403966.1144,0.013860323
226,Texas,7,0.01702133,0.101381076,496095.2654,5926607,134996,-85643,-113433.1116,-0.003891959,11938857,1105623.642,0.03793462
227,Texas,8,0.023435998,0.189718929,683054.0106,5122005,462054,54299,-278385.7419,-0.009551584,10189711,1644493.763,0.056423581
228,Texas,9,0.017141042,0.135471683,499584.3202,4698418,434942,-57155,-144661.1597,-0.004963412,9453991,1143829.8,0.039245496
229,Texas,10,0.014070805,0.076416767,410100.7085,5390746,164466,10930,-1007.437388,-3.46E-05,10770562,821208.8545,0.028176175
230,Missouri,1,0.008115711,0.178740536,49951.49467,382785,87728,29285,-13233.28483,-0.002150036,736285,113136.2742,0.018381458
231,Missouri,2,0.004352476,0.090049593,26789.1106,344624,28526,-12012,-5325.815912,-0.000865295,701260,58904.03712,0.009570247
232,Missouri,3,0.008387213,0.048071181,51622.56336,595616,18191,-10083,22505.89737,0.003656574,1201315,80739.22934,0.013117851
233,Missouri,4,0.006228412,0.024181393,38335.33641,653082,9257,13746,22875.30127,0.003716592,1292418,53795.37155,0.008740233
234,Missouri,5,0.005243746,0.055803084,32274.80207,800020,13802,-18461,-13398.96199,-0.002176954,1618501,77948.56614,0.012664446
235,Missouri,6,0.004763387,0.096739603,29318.23394,989662,19126,10891,-65367.68427,-0.010620408,1968433,124004.1521,0.020147182
236,Missouri,7,0.013607428,0.17995975,83752.53746,1054595,59465,-23466,-110255.0506,-0.01791334,2132656,277760.1255,0.045128197
237,Missouri,8,0.021255243,0.160880532,130824.1711,974500,75327,63462,-15744.10691,-0.002557974,1885538,277392.4491,0.04506846
238,Missouri,9,0.015141261,0.121771225,93193.14584,880178,58726,-6359,-14761.55098,-0.002398336,1766715,201147.8427,0.032680859
239,Missouri,10,0.010916434,0.08160446,67189.7004,976242,32903,2906,-12238.85857,-0.00198847,1949578,146618.2594,0.023821337
240,Iowa,1,0.002611204,0.459473777,8330.703463,74902,36428,5044,-23767.21566,-0.007449676,144760,40428.62259,0.012672084
241,Iowa,2,0.001529441,0.277587354,4879.482332,73613,16278,-4009,-16667.40323,-0.005224287,151235,26426.36789,0.00828317
242,Iowa,3,0.00331063,0.268581581,10562.13025,120834,14512,4837,-20592.52743,-0.006454591,236831,41716.78793,0.01307585
243,Iowa,4,0.001911971,0.232916636,6099.892575,107888,12707,2192,-18518.4642,-0.00580449,213584,30718.24935,0.009628431
244,Iowa,5,0.001705304,0.158886894,5440.549355,138176,6195,-5,-16514.60056,-0.005176392,276357,27395.69926,0.008587
245,Iowa,6,0.001488965,0.086004042,4750.349137,168392,2383,298,-9706.414325,-0.003042411,336486,19207.1126,0.006020342
246,Iowa,7,0.003951336,0.198573176,12606.22147,184232,4871,-1967,-24367.90528,-0.007637958,370431,49580.34821,0.015540631
247,Iowa,8,0.006118454,0.553677869,19520.12521,175207,25916,12211,-70727.15267,-0.022168957,338203,109767.4031,0.034405864
248,Iowa,9,0.004291423,0.466532762,13691.22214,153777,43667,-2748,-59332.81844,-0.018597478,310302,86715.26273,0.027180324
249,Iowa,10,0.003455131,0.629258924,11023.14332,168682,34075,-1097,-95811.80756,-0.030031576,338461,117858.0942,0.036941838
250,Massachusetts,1,0.005594644,0.055370529,39329.88512,333612,148847,41587,23160.30646,0.003294535,625637,55499.46378,0.007894754
251,Massachusetts,2,0.003271124,0.022005387,22995.73162,315811,54725,-14103,15735.84622,0.002238411,645725,30255.61701,0.004303837
252,Massachusetts,3,0.006286105,0.02170423,44190.79329,479908,53037,11274,34019.45298,0.00483924,948542,54362.1336,0.007732969
253,Massachusetts,4,0.005794367,0.020718074,40733.92027,633467,50634,-17732,27242.33096,0.0038752,1284666,54225.50958,0.007713535
254,Massachusetts,5,0.004536204,0.010509171,31889.13956,820555,16666,51820,23810.37216,0.003387006,1589290,39967.90695,0.005685402
255,Massachusetts,6,0.003406382,0.003301118,23946.5796,983894,2835,41388,20835.25623,0.002963798,1926400,27057.90297,0.003848965
256,Massachusetts,7,0.01167207,0.011924529,82053.68386,1166106,9731,-60899,67422.22711,0.009590757,2393111,96685.14062,0.013753383
257,Massachusetts,8,0.019422691,0.027468699,136539.9071,1142769,40089,16549,105604.1093,0.015022099,2268989,167475.7049,0.023823283
258,Massachusetts,9,0.014581176,0.020878416,102504.4596,986131,50045,26940,82478.07069,0.011732439,1945322,122530.8486,0.017429914
259,Massachusetts,10,0.009303299,0.016156074,65401.42181,1125363,38323,-44864,46495.1474,0.006613897,2295590,84307.69623,0.011992702
260,California,1,0.004878198,0.103029084,192875.2789,1648519,950001,61586,29375.02486,0.000742953,3235452,356375.5329,0.009013443
261,California,2,0.002812699,0.03898549,111209.1241,1682062,230011,7697,45933.1839,0.001161741,3356427,176485.0642,0.004463657
262,California,3,0.004423869,0.019658079,174911.9182,2819809,97745,-33127,118828.6776,0.003005413,5672745,230995.1587,0.005842325
263,California,4,0.004480949,0.0123534,177168.7545,3398965,74228,-11077,135043.1406,0.003415509,6809007,219294.3684,0.005546389
264,California,5,0.004043538,0.008455644,159874.3219,4238420,47100,11146,124129.9981,0.003139494,8465694,195618.6458,0.004947583
265,California,6,0.004277458,0.007586765,169123.0877,5012840,28923,-155158,129914.7033,0.0032858,10180838,208331.4721,0.005269116
266,California,7,0.009929389,0.036894776,392590.4082,5805542,146146,4562,178564.5508,0.004516251,11606522,606616.2655,0.015342527
267,California,8,0.015954787,0.049931367,630823.9123,5367816,413410,46402,365118.436,0.009234569,10689230,896529.3885,0.022675005
268,California,9,0.013379826,0.026060632,529014.5591,4720911,262950,-25684,405315.2957,0.010251227,9467506,652713.8224,0.016508426
269,California,10,0.009345629,0.019299335,369509.5635,5257598,178631,56531,269132.4275,0.006806892,10458665,469886.6994,0.011884366
270,Maryland,1,0.007206972,0.059326313,44519.07969,370109,74254,4399,22822.85373,0.003694678,735819,66215.30565,0.010719266
271,Maryland,2,0.004158368,0.031189229,25687.17324,353693,26463,-5865,14472.8366,0.002342935,713251,36901.50989,0.005973801
272,Maryland,3,0.008658492,0.034399722,53485.44654,603280,28642,-18069,32111.21347,0.005198324,1224629,74859.67961,0.01211866
273,Maryland,4,0.007021771,0.038875407,43375.05074,736591,34473,14291,15295.3446,0.002476087,1458891,71454.75688,0.011567454
274,Maryland,5,0.005283523,0.016174099,32637.50573,857084,11554,8666,18915.10896,0.003062073,1705502,46359.90249,0.007504974
275,Maryland,6,0.003704749,0.005415839,22885.06688,871434,2284,-13667,18091.50262,0.002928743,1756535,27678.63115,0.004480756
276,Maryland,7,0.012730629,0.014772662,78639.94394,972315,6194,-12829,64086.74438,0.010374684,1957459,93193.14349,0.015086573
277,Maryland,8,0.019292718,0.039524074,119175.4408,940229,27907,31748,83268.57058,0.013479934,1848710,155082.3109,0.025105502
278,Maryland,9,0.013739543,0.036073545,84872.23362,818350,33964,-260,55342.06909,0.008959052,1636960,114402.3982,0.018520034
279,Maryland,10,0.008227709,0.025098355,50824.40216,888863,27400,-9455,28278.0978,0.0045778,1787181,73370.70652,0.011877618
280,New York,1,0.003984641,0.063701832,80494.71571,667610,424091,25084,39564.63212,0.001958524,1310136,121424.7993,0.006010757
281,New York,2,0.00230617,0.037265737,46587.51718,646028,215028,-23154,21649.95653,0.001071714,1315210,71525.07783,0.003540627
282,New York,3,0.004674748,0.034630154,94435.75557,975086,222835,-100809,57177.34574,0.002830387,2050981,131694.1654,0.00651911
283,New York,4,0.004467476,0.02738851,90248.5995,1408191,165842,110722,54712.85723,0.00270839,2705660,125784.3418,0.006226563
284,New York,5,0.003422256,0.01084737,69133.84791,1770854,50382,64916,50628.90665,0.002506227,3476792,87638.78917,0.004338286
285,New York,6,0.002439418,0.004295709,49279.28435,2034209,12117,83263,40898.58867,0.002024557,3985155,57659.98003,0.002854278
286,New York,7,0.009166045,0.015160805,185165.5611,2345322,35013,30493,150070.8898,0.007428793,4660151,220260.2323,0.010903298
287,New York,8,0.014417371,0.031833902,291248.9049,2300760,125626,14931,218482.0486,0.010815274,4586589,364015.7612,0.018019468
288,New York,9,0.010407541,0.030324258,210245.3357,2029416,143847,54054,150343.9485,0.00744231,4004778,270146.7229,0.013372773
289,New York,10,0.006064747,0.024147312,122515.4711,2275792,127139,-31675,66796.34655,0.003306545,4583259,178234.5956,0.008822949
290,Vermont,1,0.001312286,0.022805365,843.9012328,8165,4553,-652,642.8263252,0.00099961,16982,1044.97614,0.001624963
291,Vermont,2,0.000900464,0.01953272,579.0675482,8587,3115,-428,402.9800805,0.000626644,17602,755.1550159,0.001174284
292,Vermont,3,0.003706884,0.016433404,2383.811893,13344,3991,68,2165.642025,0.003367625,26620,2601.981762,0.004046143
293,Vermont,4,0.002211209,0.014772213,1421.977609,19484,3429,-219,1130.920691,0.001758609,39187,1713.034526,0.002663809
294,Vermont,5,0.001772868,0.010091229,1140.090835,29090,1188,2849,875.2869,0.001361092,55331,1404.894769,0.002184645
295,Vermont,6,0.001073999,0.005087527,690.663958,40008,186,3210,503.4531264,0.000782882,76806,877.8747895,0.001365116
296,Vermont,7,0.00311794,0.011180124,2005.075346,46872,477,-5376,1420.936215,0.00220959,99120,2589.214476,0.00402629
297,Vermont,8,0.007257537,0.027531785,4667.155041,49565,3311,-815,3280.103711,0.005100639,99945,6054.206371,0.009414435
298,Vermont,9,0.006111912,0.030334993,3930.430354,44648,5263,2113,2640.131413,0.004105467,87183,5220.729295,0.008118358
299,Vermont,10,0.004984139,0.028038003,3205.184983,46796,6339,-3457,1796.191206,0.00279312,97049,4614.17876,0.007175157
300,Washington,1,0.008602571,0.091148817,66285.22565,604730,64845,10612,12132.073,0.001574514,1198848,120438.3783,0.015630628
301,Washington,2,0.004894312,0.038528519,37712.05243,647493,26438,-11466,12323.33811,0.001599337,1306452,63100.76674,0.008189288
302,Washington,3,0.006732894,0.036219786,51878.84025,1019893,23778,-4048,14791.91596,0.001919711,2043834,88965.76454,0.011546077
303,Washington,4,0.006782407,0.06258058,52260.34919,1227051,37278,5364,-24193.53206,-0.003139864,2448738,128714.2304,0.016704677
304,Washington,5,0.005827047,0.04971812,44899.03669,1504632,31140,37789,-28029.64003,-0.003637718,2971475,117827.7134,0.015291813
305,Washington,6,0.005955934,0.036357438,45892.14505,1864676,14611,14710,-21367.87925,-0.002773147,3714642,113152.1694,0.014685015
306,Washington,7,0.01669007,0.016803778,128601.6755,2120386,21004,40074,93644.57433,0.012153298,4200698,163558.7766,0.021226841
307,Washington,8,0.02494929,0.137182965,192241.2876,1982866,89965,-18033,-82247.96994,-0.010674234,3983765,466730.5451,0.060572813
308,Washington,9,0.017661923,0.272051067,136090.0788,1624470,90522,-11833,-309067.8983,-0.040111178,3260773,581248.056,0.075435024
309,North Dakota,1,0.005312081,0.071383449,4138.610592,45652,4859,3023,1095.605538,0.001406256,88281,7181.615646,0.009217906
310,North Dakota,2,0.003293123,0.033760962,2565.652741,48727,2129,-3147,814.3366184,0.001045235,100601,4316.968863,0.005541012
311,North Dakota,3,0.00440913,0.060811445,3435.126741,74343,3239,1024,-1023.507601,-0.001313715,147662,7893.761084,0.010131975
312,North Dakota,4,0.004881191,0.079519909,3802.906613,68522,4174,5632,-1198.100436,-0.001537812,131412,8803.913662,0.011300194
313,North Dakota,5,0.003639568,0.058398784,2835.565357,73265,2305,3656,-1229.51559,-0.001578135,142874,6900.646305,0.008857271
314,North Dakota,6,0.002835738,0.034725459,2209.306818,87790,745,5720,-640.6116124,-0.000822252,169860,5059.225248,0.006493729
315,North Dakota,7,0.005512338,0.04061938,4294.629178,92145,926,-923,514.264744,0.00066008,185213,8074.993612,0.010364595
316,North Dakota,8,0.008518148,0.111323532,6636.437874,84517,5823,656,-2699.264862,-0.00346462,168378,15972.14061,0.020500916
317,North Dakota,9,0.007213925,0.145129976,5620.32597,74969,14203,-1215,-5436.256144,-0.006977664,151153,16676.90808,0.021405515
318,North Dakota,10,0.008294498,0.154298499,6462.19352,84324,15586,-4505,-7243.987864,-0.009297964,173153,20168.3749,0.02588696
319,Arizona,1,0.01436981,0.147812458,102765.726,864990,228137,-15130,-27326.97476,-0.003821152,1745110,232858.4268,0.032560772
320,Arizona,2,0.008888733,0.058299802,63567.79193,960714,54637,29764,9293.591597,0.00129953,1891664,117841.9923,0.016477936
321,Arizona,3,0.014022134,0.029036729,100279.3196,1627841,23990,54338,54589.93996,0.007633353,3201344,145968.6991,0.020410915
322,Arizona,4,0.011130284,0.033279084,79598.25169,1619582,20305,-86075,22835.54952,0.003193112,3325239,136360.9538,0.019067457
323,Arizona,5,0.008785753,0.032385562,62831.32772,1805840,17879,-86590,1543.918814,0.000215887,3698270,124118.7366,0.017355618
324,Arizona,6,0.007681434,0.032320133,54933.79077,1887813,13421,-72955,-8438.492391,-0.001179961,3848581,118306.0739,0.016542829
325,Arizona,7,0.019055147,0.057698501,136272.9218,2047996,31888,31008,19895.73679,0.002782036,4064984,252650.1069,0.035328258
326,Arizona,8,0.029145694,0.081777176,208435.4909,1794845,82382,11074,62563.7359,0.008748335,3578616,354307.2459,0.049543053
327,Arizona,9,0.024073533,0.08105263,172161.9164,1729714,76920,-3701,31664.07091,0.004427611,3463129,312659.7618,0.043719454
328,Arizona,10,0.02047678,0.081079491,146439.7304,2030094,71675,44584,-14544.41033,-0.002033756,4015604,307423.8711,0.042987315
329,Rhode Island,1,0.00359935,0.050670176,3949.851346,37922,26489,2950,2177.813946,0.00198456,72894,5721.888747,0.005214141
330,Rhode Island,2,0.002356188,0.022843665,2585.631209,38786,9666,-1847,1657.424558,0.001510348,79419,3513.837861,0.003202028
331,Rhode Island,3,0.008207962,0.022147214,9007.244635,67322,10741,1433,7547.98687,0.006878195,133211,10466.5024,0.009537728
332,Rhode Island,4,0.005819131,0.021441549,6385.792445,95459,10338,-2855,4277.78799,0.003898186,193773,8493.7969,0.007740076
333,Rhode Island,5,0.003923746,0.012924488,4305.836886,111246,3557,9136,2986.117431,0.002721136,213356,5625.556341,0.005126357
334,Rhode Island,6,0.001954568,0.004496892,2144.902079,107589,769,4111,1679.572694,0.001530531,211067,2610.231463,0.002378605
335,Rhode Island,7,0.00789576,0.012220755,8664.641678,118000,1721,261,7225.782242,0.006584582,235739,10103.50111,0.009206939
336,Rhode Island,8,0.013541555,0.034422248,14860.21815,121806,8278,-709,10642.97638,0.009698542,244321,19077.45992,0.017384568
337,Rhode Island,9,0.009829893,0.022118288,10787.11849,108375,9392,167,8393.742824,0.007648901,216583,13180.49416,0.012010886
338,Rhode Island,10,0.005792937,0.017260964,6357.04749,117606,6686,-6026,4223.039951,0.003848297,241238,8491.055028,0.007737577
339,West Virginia,1,0.00082,0.080911113,1470.847902,10787,33181,414,631.5569309,0.000352094,21160,2310.138873,0.001287907
340,West Virginia,2,0.000447048,0.04114301,801.8767448,9522,10430,-677,382.2591815,0.00021311,19721,1221.494308,0.000680985
341,West Virginia,3,0.002309179,0.037333559,4142.011305,17226,9690,-488,3480.684634,0.001940488,34940,4803.337975,0.00267787
342,West Virginia,4,0.000751309,0.041719159,1347.63435,19779,10895,251,532.9426201,0.000297117,39307,2162.32608,0.001205501
343,West Virginia,5,0.000649512,0.039715885,1165.039478,26378,7789,-1824,44.97208028,2.51E-05,54580,2285.106877,0.001273951
344,West Virginia,6,0.000531763,0.022741952,953.8325313,41132,2183,-1903,-24.8673854,-1.39E-05,84167,1932.532448,0.00107739
345,West Virginia,7,0.002231899,0.025907747,4003.392562,42855,2919,-1083,2865.057953,0.001597275,86793,5141.72717,0.002866522
346,West Virginia,8,0.002662622,0.083568909,4775.987667,33373,22674,2623,2206.243711,0.001229985,64123,7345.731624,0.004095259
347,West Virginia,9,0.001624106,0.10626013,2913.185781,24591,49303,-222,276.553184,0.000154179,49404,5549.818379,0.003094034
348,West Virginia,10,0.000923196,0.079091082,1655.952252,27944,30428,151,-542.2261787,-0.000302292,55737,3854.130682,0.002148685
349,Alaska,1,0.007379679,0.032643883,5412.189952,63596,7331,2703,3424.405992,0.004669277,124489,7399.973913,0.01009008
350,Alaska,2,0.002947364,0.022318081,2161.570549,58741,3839,-1948,807.1085552,0.001100516,119430,3516.032544,0.004794213
351,Alaska,3,0.00476182,0.021276167,3492.276082,101517,4220,3030,1396.850256,0.001904646,200004,5587.701908,0.007618994
352,Alaska,4,0.008148024,0.025918919,5975.687165,103146,4850,-353,3293.104946,0.004490245,206645,8658.269384,0.011805803
353,Alaska,5,0.011153977,0.012675519,8180.226239,182039,2060,26094,6203.542425,0.008458711,337984,10156.91005,0.013849243
354,Alaska,7,0.015422171,0.035015799,11310.4814,336739,4211,6601,-249.5644811,-0.000340288,666877,22870.52729,0.03118463
355,Alaska,8,0.045819309,0.056618087,33603.46885,285588,13061,-30871,15686.16568,0.021388544,602047,51520.77202,0.070250074
356,Alaska,9,0.047484175,0.082188579,34824.46678,169554,25320,-48194,16928.06801,0.023081914,387302,52720.86554,0.071886436
357,Alaska,10,0.002508214,0.085398951,1839.501328,125906,22184,-21933,-10785.79413,-0.014706745,273745,14464.79679,0.019723172
358,Connecticut,1,0.002378667,0.046349846,8577.340593,74866,64315,2382,5217.718354,0.001446977,147350,11936.96283,0.003310357
359,Connecticut,2,0.001473595,0.053174688,5313.699955,74470,25992,-3552,1164.904479,0.000323051,152492,9462.495432,0.002624138
360,Connecticut,3,0.004333007,0.035781289,15624.58144,123521,27998,-1099,11165.51718,0.00309642,248141,20083.64569,0.005569594
361,Connecticut,4,0.003284244,0.032781845,11842.7999,169110,26765,-161,6293.784129,0.001745392,338381,17391.81566,0.004823096
362,Connecticut,5,0.002167752,0.019338189,7816.792288,193043,8108,8236,4242.95953,0.001176657,377850,11390.62505,0.003158847
363,Connecticut,6,0.001334838,0.005831198,4813.352291,219351,1789,834,3539.136315,0.000981473,437868,6087.568267,0.001688204
364,Connecticut,7,0.005539135,0.018717892,19973.80977,255087,4948,-18326,14856.09464,0.004119891,528500,25091.5249,0.006958379
365,Connecticut,8,0.008973446,0.043440762,32357.74447,249606,18737,8660,21890.86651,0.006070773,490552,42824.62243,0.01187612
366,Connecticut,9,0.006230875,0.0323746,22468.18589,214531,16561,1781,15580.48974,0.00432078,427281,29355.88204,0.00814097
367,Connecticut,10,0.003598911,0.019846015,12977.47143,238861,11517,-8051,8077.252059,0.002239983,485773,17877.6908,0.004957839
368,Ohio,1,0.003244377,0.147842718,38281.86062,309279,195412,26551,-3517.415445,-0.0002981,592007,80081.13669,0.006786854
369,Ohio,2,0.00191771,0.073831166,22627.91702,294134,68343,-14101,-129.4323944,-1.10E-05,602369,45385.26644,0.003846389
370,Ohio,3,0.00435082,0.053666687,51337.28021,463704,48692,-42339,24179.6288,0.002049217,969747,78494.93162,0.006652424
371,Ohio,4,0.003106245,0.037954711,36651.97796,563677,52271,50484,17173.88606,0.001455482,1076870,56130.06987,0.004757008
372,Ohio,5,0.002166047,0.037213153,25558.15954,631428,27915,-509,2041.791413,0.000173041,1263365,49074.52767,0.004159053
373,Ohio,6,0.001591431,0.018689836,18778.00568,740241,8768,-3115,4884.804175,0.000413986,1483597,32671.20718,0.002768876
374,Ohio,7,0.005488045,0.040841561,64755.89835,816277,17374,3388,31556.24277,0.002674383,1629166,97955.55394,0.008301706
375,Ohio,8,0.008268781,0.109526723,97567.0524,755432,90766,46511,19921.25852,0.001688321,1464353,175212.8463,0.014849241
376,Ohio,9,0.005653998,0.153849972,66714.05738,656760,185970,-7427,-35471.09403,-0.003006166,1320947,168899.2088,0.014314162
377,Ohio,10,0.003592297,0.122861938,42387.12567,730261,125121,1529,-47146.2998,-0.003995636,1458993,131920.5512,0.011180231
378,Arkansas,1,0.003180409,0.173203526,9577.877413,63766,65826,3522,-856.5957983,-0.000284439,124010,20012.35062,0.006645257
379,Arkansas,2,0.001775617,0.100708663,5347.31439,53573,25921,-1988,-248.159649,-8.24E-05,109134,10942.78843,0.003633638
380,Arkansas,3,0.003920656,0.051581645,11807.15062,95521,7889,619,6911.949317,0.002295167,190423,16702.35193,0.005546146
381,Arkansas,4,0.002041888,0.046032032,6149.194988,103268,5116,-2043,1301.515701,0.000432178,208579,10996.87428,0.003651598
382,Arkansas,5,0.001966876,0.066320342,5923.294598,137663,5413,-4289,-3491.010601,-0.001159217,279615,15337.5998,0.005092969
383,Arkansas,6,0.001826213,0.115773501,5499.685222,156742,7935,-2421,-12927.17255,-0.004292568,315905,23926.543,0.007944995
384,Arkansas,7,0.005098365,0.198996454,15353.84809,164074,36367,-1952,-17684.73722,-0.005872355,330100,48392.4334,0.016069084
385,Arkansas,8,0.007796599,0.212562123,23479.64628,141853,64455,6716,-5245.361341,-0.001741763,276990,52204.6539,0.017334962
386,Arkansas,9,0.005536323,0.150134128,16672.77089,138843,40296,-2697,-4577.213606,-0.001519899,280383,37922.7554,0.012592546
387,Arkansas,10,0.003586989,0.092525659,10802.30416,162161,16281,397,-4165.016536,-0.001383026,323925,25769.62485,0.008557005
388,New Jersey,1,0.006531632,0.100160965,60672.29115,497704,161786,15901,12414.43783,0.001336467,979507,108930.1445,0.011726797
389,New Jersey,2,0.003606984,0.081677036,33505.253,456312,89010,-9623,-4550.936644,-0.000489928,922247,71561.44264,0.007703896
390,New Jersey,3,0.006288117,0.077596328,58410.28284,703193,116320,-52704,-244.5489506,-2.63E-05,1459090,117065.1146,0.012602561
391,New Jersey,4,0.005857495,0.061572061,54410.23724,865209,82801,55893,4578.98272,0.000492947,1674525,104241.4918,0.011222043
392,New Jersey,5,0.004147157,0.021238269,38522.92067,976946,17520,30942,18431.43358,0.001984223,1922950,58614.40776,0.006310092
393,New Jersey,6,0.002978271,0.051349362,27665.13709,1080709,6905,35712,-25994.79171,-0.002798451,2125706,81325.06588,0.008754992
394,New Jersey,7,0.011014909,0.075756847,102317.4224,1209230,15740,-2255,10539.13922,0.001134583,2420715,194095.7056,0.020895234
395,New Jersey,8,0.017231688,0.125187715,160065.0466,1215140,51685,12850,9553.108753,0.001028433,2417430,310576.9844,0.033434943
396,New Jersey,9,0.011748365,0.130784041,109130.4938,1041126,60321,46201,-20989.81802,-0.002259644,2036051,239250.8056,0.025756374
397,New Jersey,10,0.006816388,0.12623427,63317.38663,1246176,42674,-30584,-97853.48027,-0.010534346,2522936,224488.2535,0.024167122
398,Oregon,1,0.006396307,0.055887312,27102.79076,238805,28507,3504,13952.45041,0.003292803,474106,40253.13111,0.009499811
399,Oregon,2,0.003009101,0.030455689,12750.33028,235958,12224,-7354,5340.09561,0.001260272,479270,20160.56494,0.004757929
400,Oregon,3,0.004462182,0.015029032,18907.40797,413973,9225,2185,12718.63306,0.00300162,825761,25096.18287,0.005922744
401,Oregon,4,0.004642755,0.04033366,19672.53941,465345,19288,-9474,521.3511809,0.00012304,940164,38823.72763,0.009162469
402,Oregon,5,0.004515235,0.037435135,19132.20723,593206,15878,16371,-2461.688586,-0.000580963,1170041,40726.10305,0.009611433
403,Oregon,6,0.00494708,0.023915669,20962.04583,720348,6990,-1831,3690.651878,0.000871,1442527,38233.43978,0.00902316
404,Oregon,7,0.01066739,0.038750776,45200.46078,827304,10919,5754,13364.76048,0.003154107,1648854,77036.16107,0.018180672
405,Oregon,8,0.018254618,0.095838228,77349.49012,781767,56532,-9341,1531.100862,0.000361343,1572875,153167.8794,0.036147894
406,Oregon,9,0.016085628,0.082709232,68158.92341,674535,50967,3675,12672.60829,0.002990758,1345395,123645.2385,0.029180498
407,Oregon,10,0.008964197,0.057715842,37983.59692,702010,33344,-14687,-3381.173585,-0.000797963,1418707,79348.36742,0.018726357
408,New Hampshire,1,0.000978707,0.087323538,1348.197256,14746,20017,-1393,-61.11732575,-4.44E-05,30885,2757.511838,0.002001781
409,New Hampshire,2,0.000754558,0.047732759,1039.425654,17962,9135,-934,137.4674353,9.98E-05,36858,1941.383873,0.001409323
410,New Hampshire,3,0.002918153,0.048822085,4019.840845,25713,8588,581,2792.84421,0.00202743,50845,5246.837479,0.003808876
411,New Hampshire,4,0.001562718,0.052005951,2152.689834,36217,10347,-2563,135.8990543,9.87E-05,74997,4169.480614,0.003026782
412,New Hampshire,5,0.001047067,0.025933663,1442.364487,43722,3563,5480,450.609354,0.000327114,81964,2434.11962,0.001767019
413,New Hampshire,6,0.000570948,0.010801225,786.4972964,52305,737,2700,250.7025197,0.000181994,101910,1322.292073,0.000959901
414,New Hampshire,7,0.002245349,0.017264297,3093.032858,59111,1130,1688,2101.665159,0.001525678,116534,4084.400557,0.00296502
415,New Hampshire,8,0.004112481,0.064523233,5665.062035,60842,7032,-1968,1612.357785,0.001170471,123652,9717.766285,0.007054491
416,New Hampshire,9,0.002886774,0.06850817,3976.615366,50292,12247,591,571.6908157,0.000415012,99993,7381.539915,0.005358537
417,New Hampshire,10,0.002009899,0.065005984,2768.694623,57951,11678,-4049,-1261.676386,-0.000915898,119951,6799.065633,0.004935697
