,index,State,Month,SIIP,IRCC,IIP,IP,IC,NIP,NIIP,SNIIP,OPE,OIPE,SOIPE
0,349,Alaska,1,0.007379678715008616,0.03264388288990315,5412.189952478884,63596.0,7331,2703.0,3424.405991664012,0.004669277359094961,124489.0,7399.973913293757,0.010090080070922273
1,350,Alaska,2,0.0029473644336740143,0.02231808061018644,2161.570549376619,58741.0,3839,-1948.0,807.1085552250144,0.0011005160347277432,119430.0,3516.032543528224,0.004794212832620285
2,351,Alaska,3,0.004761820204858925,0.021276166659944338,3492.2760818616916,101517.0,4220,3030.0,1396.850256023753,0.001904646029231001,200004.0,5587.701907699629,0.007618994380486847
3,352,Alaska,4,0.00814802358537146,0.02591891920778957,5975.687165299161,103146.0,4850,-353.0,3293.1049462121487,0.004490244557421824,206645.0,8658.269384386178,0.011805802613321105
4,353,Alaska,5,0.011153976853489926,0.012675519019431694,8180.226238557831,182039.0,2060,26094.0,6203.542425072554,0.008458710871925826,337984.0,10156.910052043102,0.013849242835054018
5,354,Alaska,7,0.015422170987625439,0.035015799101945785,11310.481402785608,336739.0,4211,6601.0,-249.56448113256891,-0.0003402884424987066,666877.0,22870.527286703782,0.03118463041774958
6,355,Alaska,8,0.04581930900519663,0.05661808692335035,33603.46885063016,285588.0,13061,-30871.0,15686.16568095363,0.021388544011248612,602047.0,51520.7720203067,0.07025007399914465
7,356,Alaska,9,0.04748417525971335,0.08218857929315225,34824.466777896436,169554.0,25320,-48194.0,16928.068013971126,0.02308191403217537,387302.0,52720.86554182176,0.07188643648725136
8,357,Alaska,10,0.00250821366543911,0.08539895060611544,1839.5013283100545,125906.0,22184,-21933.0,-10785.794130347447,-0.014706744601921003,273745.0,14464.796786967552,0.019723171932799217
