,index,State,Month,SIIP,IRCC,IIP,IP,IC,NIP,NIIP,SNIIP,OPE,OIPE,SOIPE
0,467,Maine,1,0.0020858301595832194,0.05438487993242428,2841.649490379635,24345.0,14422,-2450.0,1384.4066325903268,0.0010161834234517677,51140.0,4298.892348168944,0.0031554768957146716
1,468,Maine,2,0.001501521438682348,0.024011505906208003,2045.611245681845,28138.0,5092,-905.0,1348.2450796478458,0.0009896400872661654,57181.0,2742.9774117158436,0.00201340279009853
2,469,Maine,3,0.005565340537087271,0.044616974812120645,7581.991768765677,43250.0,5741,-807.0,5616.301709468077,0.004122482920777913,87307.0,9547.681828063272,0.007008198153396625
3,470,Maine,4,0.0033222153990514233,0.03724291670090276,4526.050048836298,66440.0,10425,-1563.0,1993.4199844248085,0.0014632119613294356,134443.0,7058.680113247789,0.005181218836773412
4,471,Maine,5,0.0024811096731328776,0.03518625164641552,3380.162093179634,92915.0,6171,11316.0,508.9991450837743,0.00037361601830631594,174514.0,6251.325041275493,0.004588603327959439
5,472,Maine,6,0.0018566927125795577,0.014555779183438759,2529.4820272171737,142940.0,1215,15386.0,672.8341692528263,0.00049387435268738,270494.0,4386.12988518152,0.0032195110724717348
6,473,Maine,7,0.006026800030178261,0.01835149366560659,8210.665262313625,173579.0,1408,-6169.0,4912.020978908171,0.0036055261343802703,353327.0,11509.309545719076,0.008448073925976247
7,474,Maine,8,0.011278044575410762,0.048672845912943026,15364.74552971203,162673.0,5393,-13370.0,6796.231716659802,0.004988576224519236,338716.0,23933.259342764257,0.017567512926302285
8,475,Maine,9,0.008619341939268797,0.07993767907055453,11742.638065040299,139766.0,13699,-2031.0,407.71498587287914,0.00029927132706788676,281563.0,23077.56114420773,0.016939412551469718
9,476,Maine,10,0.005600804546166594,0.06956825729767523,7630.306480710975,131637.0,13532,-15018.0,-2572.226293279584,-0.0018880678978738965,278292.0,17832.839254701543,0.013089676990207091
